<div class="mcq" data-answer="B"><div class="question">Which discovery type in data profiling focuses on verifying schema, data types, and formats?</div><div class="options"><label class="option"><input type="radio" name="q1" value="A"><span class="opt-text">A. Content discovery</span></label><label class="option"><input type="radio" name="q1" value="B"><span class="opt-text">B. Structure discovery</span></label><label class="option"><input type="radio" name="q1" value="C"><span class="opt-text">C. Relationship discovery</span></label><label class="option"><input type="radio" name="q1" value="D"><span class="opt-text">D. Feature engineering</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Structure discovery verifies schema, data types, and formats before deeper analysis.</div></div>
<div class="mcq" data-answer="C"><div class="question">Content discovery in data profiling is mainly used to:</div><div class="options"><label class="option"><input type="radio" name="q2" value="A"><span class="opt-text">A. Identify dependencies between tables</span></label><label class="option"><input type="radio" name="q2" value="B"><span class="opt-text">B. Validate data types using regex</span></label><label class="option"><input type="radio" name="q2" value="C"><span class="opt-text">C. Examine missing values, anomalies, and distributions</span></label><label class="option"><input type="radio" name="q2" value="D"><span class="opt-text">D. Deploy the model to production</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: C</div><div class="explanation">Explanation: Content discovery examines actual values to detect missing values, anomalies, and value distributions.</div></div>
<div class="mcq" data-answer="B"><div class="question">Relationship discovery typically uses which tool to detect linear relationships between numeric columns?</div><div class="options"><label class="option"><input type="radio" name="q3" value="A"><span class="opt-text">A. df.describe()</span></label><label class="option"><input type="radio" name="q3" value="B"><span class="opt-text">B. df.corr()</span></label><label class="option"><input type="radio" name="q3" value="C"><span class="opt-text">C. df.isnull().sum()</span></label><label class="option"><input type="radio" name="q3" value="D"><span class="opt-text">D. df.dropna()</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Relationship discovery relies on correlation coefficients and correlation matrices, which df.corr() provides.</div></div>
<div class="mcq" data-answer="D"><div class="question">Single-column profiling usually includes all EXCEPT:</div><div class="options"><label class="option"><input type="radio" name="q4" value="A"><span class="opt-text">A. Cardinality (nulls, distinct counts)</span></label><label class="option"><input type="radio" name="q4" value="B"><span class="opt-text">B. Patterns / data types</span></label><label class="option"><input type="radio" name="q4" value="C"><span class="opt-text">C. Value distributions (histograms, quartiles)</span></label><label class="option"><input type="radio" name="q4" value="D"><span class="opt-text">D. Hyperparameter tuning</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: D</div><div class="explanation">Explanation: Single-column profiling covers cardinality, patterns/data types, and value distributions, not model tuning.</div></div>
<div class="mcq" data-answer="B"><div class="question">Cross/multi-column profiling mainly looks at:</div><div class="options"><label class="option"><input type="radio" name="q5" value="A"><span class="opt-text">A. The best neural network architecture</span></label><label class="option"><input type="radio" name="q5" value="B"><span class="opt-text">B. Relationships like correlations and clusters</span></label><label class="option"><input type="radio" name="q5" value="C"><span class="opt-text">C. Converting images to vectors</span></label><label class="option"><input type="radio" name="q5" value="D"><span class="opt-text">D. Video frame extraction</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: Multi-column profiling analyzes relationships such as correlations, clusters, and dependencies across columns.</div></div>
<div class="mcq" data-answer="B"><div class="question">Data cleaning usually happens:</div><div class="options"><label class="option"><input type="radio" name="q6" value="A"><span class="opt-text">A. Before data profiling</span></label><label class="option"><input type="radio" name="q6" value="B"><span class="opt-text">B. After data profiling</span></label><label class="option"><input type="radio" name="q6" value="C"><span class="opt-text">C. After model deployment</span></label><label class="option"><input type="radio" name="q6" value="D"><span class="opt-text">D. Only after feature selection</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: The slides state that data cleaning usually follows data profiling.</div></div>
<div class="mcq" data-answer="C"><div class="question">Which is an example of a data standardization issue?</div><div class="options"><label class="option"><input type="radio" name="q7" value="A"><span class="opt-text">A. Missing values in Age</span></label><label class="option"><input type="radio" name="q7" value="B"><span class="opt-text">B. Outliers in Revenue</span></label><label class="option"><input type="radio" name="q7" value="C"><span class="opt-text">C. &quot;SG&quot; and &quot;Singapore&quot; meaning the same country</span></label><label class="option"><input type="radio" name="q7" value="D"><span class="opt-text">D. Too many columns</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: C</div><div class="explanation">Explanation: The example shows SG vs Singapore for the same country, which is a standardization issue.</div></div>
<div class="mcq" data-answer="B"><div class="question">In the customer example, the invalid email format &quot;mike_tan&quot; is mainly a:</div><div class="options"><label class="option"><input type="radio" name="q8" value="A"><span class="opt-text">A. Schema mismatch</span></label><label class="option"><input type="radio" name="q8" value="B"><span class="opt-text">B. Data quality issue</span></label><label class="option"><input type="radio" name="q8" value="C"><span class="opt-text">C. Feature engineering step</span></label><label class="option"><input type="radio" name="q8" value="D"><span class="opt-text">D. Normalization result</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: B</div><div class="explanation">Explanation: The profiling example flags invalid emails like mike_tan as data quality issues.</div></div>
<div class="mcq" data-answer="A"><div class="question">Which pandas function can help detect a low outlier like Age = -5 quickly?</div><div class="options"><label class="option"><input type="radio" name="q9" value="A"><span class="opt-text">A. df[&#x27;Age&#x27;].min()</span></label><label class="option"><input type="radio" name="q9" value="B"><span class="opt-text">B. df[&#x27;Age&#x27;].mode()</span></label><label class="option"><input type="radio" name="q9" value="C"><span class="opt-text">C. df[&#x27;Age&#x27;].max()</span></label><label class="option"><input type="radio" name="q9" value="D"><span class="opt-text">D. df[&#x27;Age&#x27;].corr()</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: A</div><div class="explanation">Explanation: The content discovery example uses df[&#x27;Age&#x27;].min() to spot the -5 low outlier.</div></div>
<div class="mcq" data-answer="C"><div class="question">Which statement best explains the Golden rule for imputation in ML?</div><div class="options"><label class="option"><input type="radio" name="q10" value="A"><span class="opt-text">A. Always impute missing values with mean</span></label><label class="option"><input type="radio" name="q10" value="B"><span class="opt-text">B. Compute imputation values on the full dataset for stability</span></label><label class="option"><input type="radio" name="q10" value="C"><span class="opt-text">C. Fit imputer only on training set to prevent data leakage</span></label><label class="option"><input type="radio" name="q10" value="D"><span class="opt-text">D. Always delete missing rows</span></label></div><div class="feedback" aria-live="polite"></div></div>	<div class="back"><div class="answer">Answer: C</div><div class="explanation">Explanation: The golden rule says never compute imputation values before the split; fit on training only to avoid leakage.</div></div>
